cc_number|cc_expiry|cc_provider|cc_ccv|cc_card_type|client_id|token
572545511550|12/32|JCB 15 digit|571|Platinum|ca997537-6d37-4a5a-8f76-86e21acb071b|77bb6bfc1ee4e83f402678f14430625abbbff1c90cefdf66b12c02c68122d8fa
2710510394906387|07/31|JCB 16 digit|740|Classic|30d53a9a-35c2-4655-bb51-18b0a9679586|36ba795159cd74312b2b65158be1209b2a15954846915979c1bcfa6251e54fdc
4101159506171|08/17|VISA 13 digit|167|Platinum|4be5ecb2-433a-4612-a3b7-ed0d3a48d84c|13d7ce71f26355981193b1bf1feac38a435490cb71d8c7549c7e30008fb74579
3528937380917567|09/15|Discover|793|Platinum|e62b7264-a909-4231-9f6d-1800442ccf78|ce45381cad687d58a07199082ffac323799fc6fafa60e274bbdf9705dd62339e
6586854310155303|09/26|Mastercard|131|Classic|b1df55f5-cb3f-425c-8865-e464ab8f15d3|d80b605acfa46e5d447963f38220d44708df00bc17493f77c2c4b2a642d9472e
4856972162551169|12/14|JCB 16 digit|406|Gold|424b0aca-d818-471e-a9a0-b8b0e9236c01|0ab32db35b3d4975abd8a0e68f211b1fe32c53ccfd1ca27826d46c24ee5d6457
3590738261129618|06/31|VISA 16 digit|750|Classic|5e2a50e7-f8e9-467d-9dc0-2bdcb50da295|e436459c89ca0a42c1f90d455be0135e27a6cd0d6f5141f586671d540fe41514
340768203767992|07/31|Maestro|350|Platinum|068653fd-9883-4f88-91c8-92233f22bb70|e10dd53d1ca27cd08683d565a23b57dccece81804a6fc913a7f8b10c86c33775
30042303641340|09/25|Diners Club / Carte Blanche|127|Gold|d33ee85a-7462-482a-b257-e963e8d7f3de|66e810647979fce3747abf084be7613e162ae941dfbb3bc32638f53954692485
3533451626914498|11/22|JCB 15 digit|964|Gold|2e899d07-b618-4c25-94e9-6e6712e4b544|6a7328736f693b6ba5cbc6a7957b5776f1fcdbe5eec4cca6d4c61fe0f8186869
6508994239967084|05/31|JCB 16 digit|660|Platinum|b1808fe5-a997-4734-8656-2f52f5a67b35|fe22bd2a399100fc9076f911a523170cb2e7851ec053e5773299da922be795df
3571493894938984|04/20|VISA 19 digit|2709|Gold|d02a6904-3f29-42c7-85a1-5b7b629e9287|2709e79de2177138112f7bef59a8b864672c563391f7e50b31c59c4d5129b52a
3537385084174615|05/25|American Express|810|Gold|a80fd01c-4914-41c1-b1b2-8ef716624e9a|d0febc70d87797572a8d74c7baccf758a1d37528c43085a0f750c90885667d70
38335549384168|07/18|VISA 16 digit|370|Classic|a2a48467-577d-437e-9f20-1fd822470cf1|6ba0b8e9042a01a3aa22f491a82dc21d0ff00307f5e43263c9fd05dc3c17f742
6011078909478505|08/24|American Express|467|Classic|e76a3bfb-302d-40dd-9dec-ac57d29075a0|645caa0aa9578884968f05ae724327fb22663d7f41b690bee328bd9627ef86b8
4745608354490|07/31|VISA 13 digit|4477|Classic|6f71ac16-3227-4a30-8541-9270f8c311e6|017be3d85ac2ae4da302bc26b86850d06a9634d235afe55e5d6ed0cd1bf29a8a
4008806499488|05/25|VISA 16 digit|291|Platinum|f11f1dde-a2ec-4243-b6b3-00ea2903242e|cdf6201c3d42a378f23b14aa05019b2ce70b43e98facb83663d5bacbbe89fdbd
676183521217|08/26|VISA 13 digit|134|Platinum|5629b01e-8a40-4282-a3f6-413b283c45a2|e64e372d149dfb7a925862a918dcd87bf004a683b40e8f86d7098c0a1a7ba6f3
4173508223978862|05/13|VISA 16 digit|1914|Gold|dc24486b-a23a-443c-a9dd-b1fbaa3236f8|5def58f4ab20db89e094368ad0d84a805dceb51fde2e71681d4e8786d0241119
4182793461086037741|05/20|VISA 19 digit|596|Gold|c56905d8-8e35-489b-bff6-a4187ebcbc39|34eb91c8c2802871e66b536d52df427207673c7bd68052ab26db7e39d52120bf
4543363444004567232|03/21|VISA 16 digit|815|Classic|b2f99430-a7a7-473c-a869-ba454d22d229|7e4d7575e5b1b613c4d3653cb35774217ffd7f3f856e944c9a469d135f21cb9c
2720674080632174|05/28|Diners Club / Carte Blanche|435|Classic|aaced77e-b597-4261-825f-1d3a5e3b828e|73c549925b990e011378f33eaf287e3b6976f37355f2e28032b1b6b273ab1269
503807111292|04/28|Diners Club / Carte Blanche|323|Classic|f024818e-ea98-4025-94eb-cb3d19ebbe45|be6c359ffd66e90d43eee0834fdfec7386808ce7dbf960618fa372df70fc1dbd
4287030515630553782|04/24|VISA 19 digit|7044|Platinum|e5118c0f-bcc6-4a49-800f-ef7835e5372a|ed7f9d5c76d6f2081b4dbad3029a6992af2434c1e7f62157a25716da8905f582
4423404710472643|07/26|Diners Club / Carte Blanche|463|Classic|a8681d44-5c6c-4baa-a89f-aa86f1239109|2bc6a5ee6c519f8f2dd63ce767cc62472bee67d23bd95c448b5ab28fb68e235b
3503326264961579|03/28|VISA 19 digit|977|Platinum|0d1f770c-152a-46a9-af02-fb3983e9425b|75e7d0bf5d39262114a0c1e36ca7204dd00fcaa5807e1a1ce7034e6b6fbd3b7a
4614845351287857|06/28|Diners Club / Carte Blanche|688|Gold|57a2911c-3ac4-45c9-9691-5647578dfd7b|cf4522f06c27fa552dbf0ed38cff7f6cb84b00fb2e4f236e5895b47950068ed3
180038602361265|10/31|JCB 16 digit|743|Gold|3f76811e-1c6f-48e2-a168-fd113e964256|dc38aa1bd80ef2e2f40b07e11f26861cf8b20ff7d920c9cc388e5103c6cdbe61
3591495146671673|05/14|Diners Club / Carte Blanche|143|Gold|862e8f4c-a925-4cf8-9b05-5fa467f1bef5|b96585fe5258dd5fe1904db4fa07a4911dbdc8afaa9817e1979648c253ea1c1a
6558035080651556|09/28|Discover|551|Platinum|cd1c04fc-722a-4ee4-9955-4a89b52da11e|75731fd692278e2b0c3fda1d45680c6f4a30b761407c0542ec4a2dc7482cec78
4098282350588827|12/21|Discover|540|Gold|73725f16-8c20-4a10-818b-aae9f0fe4b18|3fb5e0536b7c765a5d4cd5f0e69ddb11c67dae78ad53aab53a0f9506370c040b
4168097694708|11/31|Discover|628|Gold|83338787-ab52-4ee2-9b9e-13f5d8f1aaa9|037aa6c776110bba110f9364b02d55a8cb04c5f77b5a0328f8b0f466d51492b7
30233328487583|01/28|Diners Club / Carte Blanche|261|Gold|5886a58d-835f-4200-880b-9fa45c88cdf3|9c9b31220cb2689adcccc92ffa0ad46128db7e10d45646c73b224ed05891e01b
2273930856805738|09/30|JCB 16 digit|178|Classic|85f9c9d6-ecc6-4cdf-b392-753fbf66aa35|3e6ff88213c7e58ecc5bb293ec468ade3a15fddaca87a99b481dede409429cc2
4421844790807287|07/31|VISA 16 digit|557|Gold|83ca407c-dbc4-41ee-9028-c2940bc9643a|ee889a2f7a5ff78556ea98c6d295ab1de35719dffe43705914199d1f81757659
4382489266347415023|08/22|Discover|222|Classic|1fee1573-abad-4c2b-89f4-1b85024b7765|011541f9dd0bbb08754690c9d068a0c323daf405b0e232181e39b4edbf4b8d25
676244062698|11/25|Discover|200|Platinum|9938102f-e46c-499c-9a44-19788f6f7328|122de0317671fa2e0e25f8f27ea53d90b5e2bd207db35600e4ffec0630b57385
3514052073108346|12/30|Mastercard|465|Gold|4af327ed-b9af-4351-a66a-b3b58191486e|59b14d04fb9e719de260c59d93079720d6de6348bbfc1f78cad62ff8983f9e6a
2262048092261203|02/32|VISA 19 digit|206|Classic|d5198aaf-8442-4046-9fe0-1ff4169ea0bf|0893dba4caefce69626dfe23067afad82338a8f6bcb4ee28587975990bdf5142
30385866082075|01/25|Maestro|366|Gold|795f6808-0ff1-49d7-abcd-098968e9ac26|1e5912cb5ae7baaa0216d0c1342d61bc4a3dea51fbde04ec0a5d2ced6365bdc3
4916664597351633578|08/28|VISA 16 digit|593|Classic|a02c931e-fbb6-44f4-92dc-0fcf848052b9|3db4dbe2285eb81c8f4d0fbf0c34e992d310b8fafc955ac2acbdb9386cea00f6
630487925228|03/26|JCB 16 digit|8600|Platinum|b9d51b22-699b-4e61-9da7-8de711590fde|8a023023ee98c0289da06f4a9f45dd473c28c7549fbb873c1b04ef023e2cd4b0
30304431673011|09/16|Mastercard|0416|Classic|33a7c84c-15b2-46ff-b821-ff3547a624c2|ac0dff247f31f369ec3759564cbdbcc75f434c76f361dab6c0a6150df15da320
3518566466731444|10/24|JCB 16 digit|710|Platinum|28540556-a95c-4690-af60-20e751079746|7cbb8ba940a9f0bb2bd24a3bc56b90500fee6e85feffbcb8edeccdc59b8117b7
36603668827503|11/24|VISA 19 digit|170|Classic|8655d1eb-dc46-4a31-8ac2-e54c993ad7ef|eba64f3469f13e3e1ce92ae9b546741643793f5a06b90a25b30e44185bdc0df9
370005686394629|04/31|Discover|9388|Classic|dce97c75-11d9-4f4a-94d3-ec875d47757e|ffa03251b1394757adcfccc5b3ed10fab9b38e464465b3590da46816e99cba98
2282793404223633|10/30|VISA 16 digit|344|Platinum|5bba9cae-c25e-4795-9f20-c3ee5c5360d1|6bf4a4d492d9069b917e14c8077116c7e194bffae9969675abe10997aac22371
060452009693|08/14|Diners Club / Carte Blanche|872|Gold|3d5dfba6-c5f6-4aaa-866e-1e63fa5a64ff|77bf8b5663ffdfd0654e459193b0c5f4d2d46b0822b963cd2e2c857bd1e5dcfb
4072880309352805|03/27|JCB 16 digit|112|Platinum|ede0a516-e749-45ea-a8dd-e4504b0cef68|4a6359f37ea9d7499d36e5cd15eee18767cbf8110ddd99f7ce375f244ee3c18d
6011410432023781|09/23|Maestro|7418|Junior|187f8246-29d5-485f-ba8e-9a923c697354|c8e79568961f36f1a8e8801dfd062b95a5583ec677c46124890a685d4847f456
4723005033603173|03/29|VISA 16 digit|033|Platinum|65196892-af7c-4a3b-bf36-e0ea1a4bf63d|bb897d387841c0a6fc7b79d4a454adb4cbee537357b65a87cffe394964e0c336
5361236993289786|05/21|VISA 16 digit|280|Gold|08f36aae-f098-4222-bce5-f48450379bed|fbd5dc8d959220b5c1c27e95cf1c6b1fb155a2d1e37e27889b514609bee19cb1
6011778767529212|02/24|VISA 13 digit|883|Classic|b95e37e0-1e79-4856-aa72-4859d35bd086|6523cf397765965a6df9c3c3f019ea81e5f3e55e38bd436a2cf4e5ae5f934cdd
373844271006207|06/17|VISA 16 digit|533|Platinum|a8ba518c-730f-4b97-9a68-57c1dddab673|808193c49add01d064a0ead3dda19c78fdfaf3bb41d36d027e54054dca32b422
3533124072055807|12/20|Maestro|368|Platinum|2b9c0dfd-0db8-4eb2-83ed-526521627465|7fc531aa877d9f7523704fd2c21a17bd06cceba4cc2fc587d153ab6ede6952a3
180065691639830|05/26|JCB 16 digit|729|Classic|af43e356-e7bf-4e7e-a48e-b52556dd34c5|f0eb357932a8baaaf37c03394051df7091e59ceec343db231bdaeb3094295fa0
4843202859129|07/17|American Express|938|Classic|f06bbf44-c445-4a44-9473-814787a883a8|5c1525799de25dfe176ecd936e294ebba6fb072fde9d3a47fc13212040315c21
4321379043234741|05/18|VISA 16 digit|286|Platinum|f93b9433-73dc-4f3b-bffa-e9bf49f516b5|1a6d17699330fe475c2d894f149aa91365d63462916ca6df1ca503e39d2883e3
3515227813103992|11/29|Discover|493|Gold|de8806b5-eaf2-43a3-bece-ddee683daec1|b1b2dacae03690cf6e63d38e948d796933a1fc462923ea4f5712e13631470f2d
3575394948689670|04/25|JCB 15 digit|281|Classic|05834c19-4130-4cee-acbf-c6e504048682|f8edbbc2d05b86471f0c767ede9adfdf5a55632dffc9cdab955aa1904abd6179
3543030133336516|03/26|Discover|053|Platinum|bd505cce-1ec4-4e2e-8a54-7ca73a49a138|d20107f7d7f556d7788117a3ebe9b9d2426534042b2fba8ae82f6a1a64233670
3564714981876947|09/26|JCB 15 digit|4197|Classic|8e9b17b4-7c66-4e3d-9969-f3648d7f8217|239bf7b6411770871854c08c1d559755176966ba74cb8b21d0cea42023f63ab9
348599047915204|11/31|JCB 16 digit|173|Gold|e970ec0b-3da9-4cd1-9be4-c148d94e8f28|67d9d50dbd44a2731c3bf3b35f3a0a2244d56a0c0347accc7e8c0dff6554db73
3586507284717436|05/14|Diners Club / Carte Blanche|434|Platinum|d2bb9053-f825-4426-90a5-608faebc17d9|e6a252672f662a1bba38f426274322ae50a343fcaa050736ac41acc462dd8f8f
379414690775370|02/23|American Express|434|Gold|4b04b504-b5e0-4a36-85cd-891571d6cc10|0a03c20a58fc4ed292a3efa14c40c084f99794fa976b081ed2f79d310e98cdca
30093891643131|03/21|American Express|509|Platinum|689a3d99-c9df-4292-ab27-76860cd69e15|143f21ab6ac373967b33c07619e89d78ec0de099342cbb7aad83b9528830672e
4813058559354|05/13|JCB 15 digit|879|Gold|902c451b-c499-4cf5-8dc8-1c1e52bff353|285392d10ad9b7016634085f9033b7672818340bbb9774a9b346f674007984bc
3565458850879934|06/13|Mastercard|899|Gold|5beca516-72f3-4143-9250-ae68e2fab716|a40e8fca9fc70dfdbe7ea5fc204ecfbb39ca54f9e65e6fc651055f31a0daec3d
4210034654305215|12/29|American Express|957|Gold|73c74b31-a791-4a9a-8636-eac7c5cf8676|d1e639a0ba06c3d3a8554aa204b9809a4a5b47df179841119fbce1c6e0db2820
4246678233030278|07/27|VISA 19 digit|430|Platinum|27e05fc5-abab-463a-9c9a-d4aeaf583ed9|ce24775381df26e890c78eb9e0bdee94523991e22e9ed787e64aa8f9a6cb103f
30371710462861|07/14|Diners Club / Carte Blanche|935|Platinum|0dea2a17-dba0-4d2d-ad38-511ecd235a97|13aebc3664e37147233fa4319a52f6bd563882f6f9c82a8363ea4d2dc9176193
4724044499244296631|10/26|JCB 16 digit|9809|Platinum|6e4f35dd-3df1-4970-8237-7718e3064283|3d95cdaf30f602061a880ac70da770ff1d2ff8bc0ec4c5245177905b5e8d9295
4669731538066519|02/29|VISA 13 digit|070|Gold|f6c17796-342c-45d0-b235-a61e8c320dbe|37cda1980d8055867b9b15d55652c29ccc629ba346b4d3539fa9dde4a690231e
3565021366182654|10/15|VISA 13 digit|098|Classic|1ad99c05-6080-481c-87fb-aeab51acf003|fcd608a6fecfd9e3fa27dd491e07c9f1fe987a781a477ce9ff25c63bef9257f9
4514371476653494|09/25|American Express|689|Gold|d786d207-824b-4bf6-8616-59caf175a4c9|324f7fb5fe67d6d7c4c95f387ed571680f7bf2edfd7fdc9e81ec4cdbf0aa6785
676235906093|05/18|JCB 16 digit|841|Gold|06fe8e30-87d2-43cc-bbfb-84ebefcdd46d|0c9636ae7fd1b9baf8888357d36ffad2ae52a16f118531364b537b459bd474a1
4738313220312431|12/29|Maestro|226|Classic|0de0d148-872c-4c8a-bf96-1e73d9d2bfa4|0cabf0c594683a588059dfbe2f4d70c3136a7d0f0999506b4d496071113d093a
503844535354|02/16|VISA 16 digit|8707|Classic|bce9c7b6-5606-45fa-b4ba-02e8311cd703|17a5663163c4ad8e763bdd61baea5bcc51a6a2f6c42558eaf90866890f979561
30300262812520|07/21|Discover|979|Classic|ac8e6755-4c94-4b15-8b27-41dd8a78990c|d8817e65a0b81ddb8754a4c02f18b481b5af84861cfe493af72cfa94b01ce43f
4726424756920952|11/17|Mastercard|077|Classic|3c173a17-733a-4462-979d-ef3b28d6e7bf|c8efb63fb63ebc84826bf96418f3792a38254fef29d553a4de5002f5e56039fe
5280759353463699|03/13|VISA 16 digit|079|Platinum|ac59af2e-fab9-49a8-8ac4-64085280813f|40865a3c97a81732d444e85b4cf43bdb5b367f78000594244e947d73bcfc0f80
4887853891418404|11/32|Mastercard|176|Classic|704e2724-6e6c-4979-9a0d-eab0cef45715|32575527aa51fe9da0bb5b3a95d04e47a6e0bddb58dd11878d753f84724ef2fa
3553613072468890|05/16|Discover|962|Classic|f86a0a96-27d9-438b-a9bb-9a55c925681e|297015cc9d5ab7d7434172a58b7ff28757ae808f6998252a0b2e6e5c0aa73db6
4806026246021|03/29|VISA 19 digit|363|Gold|6e2d35f2-dbaa-44fa-9a7d-35304bc2d68c|e497d06f7c954d36efe72f78c2d97e8b9d9290bca9eef1e57ff522340aec6ca2
2221620472880263|04/21|Diners Club / Carte Blanche|593|Platinum|2bcaf9e0-7a19-4025-bd9a-c5575a9af9f0|e367798ae51a906b068e3ddee95ef1dcb063eb5ce812e3cb98103bbaddf24c80
3571153152357489|08/21|Discover|806|Gold|ffdcfa69-b1b0-406d-bbda-699042dfd355|b950e4e22fc9082f2e79d7b65c20de111f0e88b098f423f0268e165462aca27f
30250541296773|03/23|Diners Club / Carte Blanche|703|Platinum|8eb5cb01-3302-4688-8a04-8ace6bcca7fa|73a6fc04ffddee56bf24d4310b5242324a558b1f14530d24e5b7ce0b76d4d4eb
3526069562425375|11/15|VISA 16 digit|159|Gold|c8c5808d-76af-4b0e-b371-2a0a8c2de339|c619074417b059fab3d26978f395683574a99a8b663c941c43c80a1fc2d25cdc
180027892498754|02/16|VISA 13 digit|022|Classic|5e96096f-7c20-43a4-8bd2-787234f16086|d6dfcc9f454e2d6de0ec574e8a79bfc2755336e351a42e3b0982bec2571102df
5184217252014979|12/28|JCB 16 digit|136|Gold|659b6c96-05c6-4dcb-b891-83cee3b3bb4a|c7c79ad4b12ccf60a128de0840437db41d5836d113117d090d8f063026341a7c
630465523938|05/27|JCB 15 digit|964|Platinum|70d6c37a-3c25-4c29-b947-1be2a2490698|178d14e4371b1390ad1ebd20bef8162bcd3e159b6edfd04de052a7cf3d56be74
676197199000|04/13|VISA 16 digit|875|Platinum|007ee554-6342-457d-b873-039f79b5caed|b55ccbbc867558fd966a44e9ccc4f1df9d1daab7a576489826a2dc24cfcbd945
4997156334172|10/17|Maestro|0359|Gold|4d176ebc-95f7-4ce9-99e6-7bd245a9a374|cd3988ff109812530f6617f6f6a9ee74ab3b359aec2ed541faa281c37d0e2673
344548005400257|06/32|VISA 19 digit|243|Platinum|4e374155-6efc-4fde-9218-36040ac80ffb|7fb1b6475e77bcec27ec8761349b3b10ff5f1c6385292eda0a172e6c4762205d
36358926447210|06/17|VISA 13 digit|786|Classic|fc6ae1ea-e0af-49bd-ace0-eb2e393616a4|fa606dd288778887168cd6eea1364de8e4019d633510fd6ff92a8f04d1f3b35d
3579263347310517|02/20|VISA 16 digit|938|Gold|15a2df66-535b-4bcf-8aea-17c50cd68a83|fbee272b62afdef2544c246eaa3d1269126c4cb3f73486858dede4b4db58053a
376686402740767|08/28|Maestro|667|Classic|a75deb7d-b86d-45ec-9de6-5c6f9b1108e7|aceee7e6908fa6ea78a897cd92ae81655a6c43690db68a598838c1ec1d203470
4330026631314|09/15|VISA 16 digit|462|Classic|954b020a-1b7e-4f0a-b52b-7af512ddee02|31e918b2ff3f1c6d568e6e07f6b0a1529e6ad2bdd378c5cce9f1ef0fec49f6fd
3583894878952618|05/21|Diners Club / Carte Blanche|3735|Gold|36aaae43-2325-470d-8a4e-f33e89ddfff1|b5e802c4aa2c9c75806013319c2f04ca7b91619210a2ecbdba1c93016d958e9e
4966803161254|10/26|JCB 16 digit|558|Gold|6b50017c-68c2-4fcc-a7e8-3b98bb2b87f4|c8defcb4c0df537180ad15c6cabbc8f64cbe7c1025c844fb648ebde2053f7854
6011991699242271|10/23|VISA 13 digit|785|Gold|75b51c9c-e68a-4b25-9fcb-921696f8dca2|6611ca21af2da157284d3e2cf4f6f97cf3583b05c8976e0d02a5317fa904aa24
4824548388374815923|09/25|Diners Club / Carte Blanche|171|Classic|85313273-7d79-4c63-a5a5-badaea648350|911292c81a5bfcba507eb054696abf865835799d4365c68ea4cc5d62eb840c42
180001109668145|11/20|VISA 19 digit|646|Gold|b193ca78-f05c-4654-a9f2-ee96fdb0100f|b36d7150f216a6d7768810fbc44eed6b0895a96629640d92f88e24c151da07c3
2285659003846958|07/30|JCB 16 digit|493|Gold|d49be75b-3f5c-43a8-8b93-0f5d6fcd62e3|78168c00deb61fcb7404ce81f39b06f66da08e603155061c25bcb162a2243f16
2497147860679047|03/30|Mastercard|632|Classic|8608ea16-1f52-4707-a5bc-d9f44449a54d|bd0d6c990304e420f00225098cbea96d535cdc194274225dbdbdfd34c108ca5b
347729280119997|01/18|VISA 16 digit|777|Gold|a77add37-b628-4883-8311-c5ed17bb3583|59e5c56b3cde538043c278630e6964cac8671aae43c549fc772e547f48fbcf13
213109643484720|01/33|VISA 16 digit|064|Gold|927e83d8-f9c2-4541-8b29-36edf6b3bbb5|3751db128f4ec9c5acc564e6405aea81fb147d14684d42d19c72d3da2203224f
213125322212935|06/17|JCB 15 digit|067|Gold|9135bb61-6936-4433-af56-484b71d4f33a|0965117844badd8cb41f338aa24d16b24aa79db34b81a167783a53c4b7e3787d
3534174089705208|05/26|VISA 16 digit|779|Gold|4b892ae9-70c3-4ffb-a678-ad9901b124e7|71d1a1dc4270f6904f6735e26801b4e67e6ac737fee8387afa7ce917191fa339
4415969950211619904|12/14|Maestro|002|Platinum|7d49fcd3-6665-4f1e-9d20-188782f4d258|a7382e6c8076696deff844ff0ae745514d49b9144eee4ca1a0c840b4af0e21b1
4341314309915523|04/22|Maestro|932|Classic|b931f245-f938-4242-8a2a-5db3b3741be5|d467e97d6b69ce8b79ee35987f29a4e2206abb897af3674d92596e1598b25d44
30278134542576|11/13|VISA 13 digit|387|Classic|51674839-50d9-4e51-9f1d-5620cd7335d7|9412b2cb6f5723f10e967b0152082927a5f1088c847736650df24ccf09dfe915
5278703849181444|11/18|Maestro|733|Classic|c88afdaa-8bbb-4c9c-a1e8-71343e64d4be|e7bedbfcdac4ee56370ad407d483558f3a93e836628d5ebc34efb1f07639ce46
4835415266014064258|03/22|Discover|841|Platinum|d96f8cc2-ea98-43de-a837-6ae4845f122f|60e4c26e4b3be52e947931f406eeb5f7a4298cbe172c8a78faaf6d50860cc539
4083502634608365|10/13|VISA 13 digit|533|Gold|fd674c5e-6fb9-4af9-927c-e0f8fbd3d016|437c66bd2b8e65f535ff519df42058ac838607827485ba5eb5e1636b142b57a4
180045978338082|11/32|JCB 16 digit|815|Classic|71b7813c-9eab-444c-8195-4f2401694634|ee966932b4356e9bded616e83206ea023c8a6e6d0ba0eac29db8b5d14ccdb08c
30231155327997|06/14|JCB 16 digit|948|Platinum|3f3440a1-9659-451d-99e6-04c32de8e2b8|580b9fd5acbc998d1f6a86561323f0c53c86d4e0e65fa32da7ae5b3c24c9396d
3595482670165856|08/16|VISA 19 digit|588|Classic|4ea2fc0b-29f3-41cb-ad34-9ef0c24158c3|ef5e04bed408de79a4a550b47e53ecf8ea23cac8ed67c21aff8a187f063793ba
30232368531151|02/24|Mastercard|814|Gold|221e4a1e-0499-4a42-8592-5b3869d1af1f|e40d41a186b68822f81fec17b0684d301f5615adf53da318465ab09e462b54f4
5314040006925883|05/13|VISA 16 digit|055|Classic|e7a87124-e447-4bba-b3ea-8c4478e67629|89287aa56f0fe8ca7d3b559e37864a9bf3be228d4400ad312d1764a352a6360d
30161871664730|10/30|VISA 13 digit|417|Classic|8969d9b3-3e5b-4621-a360-0e2e71a17758|108136ba821dcfda5b5174bf8ac465bac500c1fbebbb27f76c3ce383cd7f1995
3503614049710886|04/30|VISA 16 digit|475|Classic|7f86213a-e885-4d06-bd49-fe307b46ca16|43fa636ae7dfb2e505cfc1135f49e53ea37f71b302f28bba4083ff7fcdf3fc2a
2262741897693196|04/17|JCB 16 digit|689|Platinum|886020e1-72a2-4f0e-a1b1-2e1e2d9e2aca|ac92f18cab1f01839da63577bb665f8d59f06b3ec6254ab2baf4bd1b8ba1f4f1
4900238983644|05/31|VISA 13 digit|517|Classic|a62426b8-162c-4119-8244-ce4ecd674a1a|3b773a27c3f9f9dc397bb60e334556ffc64ef380d1662ca37842877dfe5ed0ad
6011400004186702|07/26|Maestro|634|Platinum|714ca7fc-8493-4c20-9256-0171e1128f39|b2639bdb33df88b5d68f9520f7290bccfed92e6a4db62858add66438930dc1e9
4094023162091|10/26|VISA 19 digit|821|Gold|9db81f17-8f3e-4eaa-9a29-cacd7ff2f51f|f8347a2debc555b756e71dcb1a3d658ca3f5a4901891dcafd85cd2b21e182ddd
6561205729139967|07/22|Diners Club / Carte Blanche|715|Gold|206a1c37-ad08-44a6-a43d-d44b8eb768d1|cfc8f7a4fa30fed6c9b9ee62182fa85ef7154e501980b901585ecf348fd46424
4311093392549573|06/18|Discover|373|Classic|99ba4eff-9bf9-4686-800d-fc88b2e1b19a|4db2ee73ddd61ff8ae1c6e7338655d46fe93a0fcce5dfba7dbdd25324924ee7e
372799257811585|10/21|Discover|2653|Gold|d3754eb1-2008-48fc-b13c-5f01e13f6873|f3ec86b063f70d86828b81780087dd8522e9e72a749c3d305bb7b447df0eaa10
3550304997787738|05/32|JCB 15 digit|698|Classic|d21d8c1b-9657-4d80-bde6-70d1b7db7577|d8b4143d542b954ca9bf0d5a9ccbe90a6b6ea208a786d3ffc1cf8d38984cf390
4213569180958|12/30|Diners Club / Carte Blanche|6041|Platinum|8342f892-7bf5-456f-9bd2-9b656c3a7f4c|66083b9c57fef59075967b8fb4e545441898fc4a175799bbda20b87c209f5c3c
675937043353|05/28|VISA 16 digit|477|Classic|e16eb979-4519-4bc1-b15d-4904a0956149|08bbd1627597304e97bb55e74ec1585c7df64655c0b8716787b5f368fa4a754c
38334916893133|01/33|American Express|856|Platinum|d0ad4f99-1995-4f33-8812-9fae7b15760a|afe92fbe7cbdd149833d8dd2b9cb63a25fe2341dd6ddce91e76b60bf76c0ec7e
4976215270151778|05/28|Diners Club / Carte Blanche|0988|Gold|51f2c43e-d5ef-406c-bda8-d4707c68362e|ef01a69e6074f98d20888c42fb4b16a65f18ded634853a626501929cb71046d5
568204181834|10/28|JCB 16 digit|846|Platinum|958717db-23e3-45be-980f-9acb177e7468|462e8cdb32151e386b97002a4339d57e870c22ee402ff9a351e81c8846cd900e
4267777393161768|06/21|VISA 13 digit|792|Classic|57aef48d-a838-425c-9195-f9a621401b85|1ee16416e4ef71d525f4ab4149b74a1c72261d342c8a6837dbaa4dcd2e6ccd17
5362929155564637|06/28|JCB 16 digit|743|Platinum|d50b187b-96d0-4cac-9db6-f4b894d8870d|71758e360fa36d5a6c071137758cbcd109ea39a6483698d908159c7eae96042a
630404859658|05/19|Discover|292|Classic|6fe79ce7-355a-4d96-9310-6f4434f13b78|435b052b685656ffff92cdacc6b6f8ea9728104db07b9bc1f94785fb5263f8e7
5425582499045147|07/18|Mastercard|368|Gold|1fe9c58d-4aa3-4a6c-97c6-f0cfe72997a4|8a382c6bb5c36e7163d4a6fb6d63a7179a9dbf8028aea1f255f8976c663c5598
213199345127925|05/27|VISA 16 digit|088|Platinum|32264907-0338-4dc2-97f0-8156af78858d|d052e229ce43dcad42ce729f761789d69a981b6d01a274e07a8f8bbc96937611
4338152091163083|03/28|VISA 19 digit|797|Gold|2c9f2854-69d4-43c5-bec1-df1d645132be|10c24f7494ef39d7d8592c7badb041ed98d5b25d080ceb495c0a1daf2a40fe81
675918577536|08/23|VISA 19 digit|213|Classic|08b36823-4d87-4030-8135-4f7f0d05cfd7|fee7eda10985cf7f434a8e52532a92c6f644e3e6af95eac4fa72e41d4fd6406a
6011013457331046|03/31|VISA 16 digit|301|Classic|c50a04e0-23e3-4700-adea-7d13e6f533f4|ff2831b9216ab009222ae156c9b8861de0c6c051ac8073a4822e4181299d0794
502039264986|06/15|VISA 19 digit|656|Gold|99ce7a84-b5ed-462f-9f24-21f63662b67b|7040582df23714df1d7e7a14b59ef84a4b08174e7c386de76002a14c11d736fc
4432765064435611|11/14|American Express|719|Classic|e2042bde-67ff-4ae3-9b16-f04cf1f76521|6f7d7c7287cde41aaba51d0676becf0a6c12ed57004eff3567a410b6106a8b8f
3559463026277466|10/14|VISA 19 digit|978|Classic|c6a10e3a-8136-44c4-b138-313ca63e4c03|a926afe95bdbe092b5b47f58a7c7ff82e085c82035b80e2b0fba6f6bd62d020d
